code_muni,dcl,rcl
2503001,1652117,59471400
2503100,1752529,16615326
2503209,-359852257,251973965
2503308,-1264803,20158718
2503407,4899659,13379384
2503506,26414814,32846711
2503555,-14133417,21365818
2503605,11852274,16238561
2503704,39722492,108169946
2503753,502706,14096501
2503803,8886259,15671891
2503902,2540974,
2504009,523276978,779546161
2504033,1160417,17719064
2504074,-2381267,19479507
2504157,-611317,18541540
2504207,5488461,15194765
2504306,32378719,52095049
2504355,580582,15393710
2504405,33024731,39279766
2504504,6482410,16779816
2504603,63546793,77580610
2504801,35142632,33103319
2504900,13748036,37471660
2505006,14925504,18581953
2505105,2779350,49630547
2505204,7833140,17182736
2505238,17202429,18350301
2505279,12156897,16318610
2505303,792856,11722000
2505352,-92945,15394375
2505402,3307379,17034237
2505501,507975,13713950
2505600,3602554,16180933
2505709,261867,27258198
2505808,3323588,13338953
2505907,5956941,12936190
2506004,-3129642,71862534
2506103,18871074,23099181
2506202,2184186,12412223
2506251,4226867,18377989
2506301,44143142,107787430
2506400,13632870,29863811
2506509,-2469822,19155712
2506608,1718427,14991149
2506707,15233258,24430462
2506806,21978582,47068306
2506905,39724066,38083529
2507002,24775600,39429037
2507101,32954254,40784177
2507200,6273817,23546686
2507309,9712342,35773948
2507408,5517194,15649491
2507507,-867956782,1911434612
2507606,17129223,17429381
2507705,10574460,37801357
2507804,16603421,16157131
2507903,5379284,23684321
2508000,27292740,21615603
2508109,7661291,13965131
2508208,23200598,20740261
2508307,5332463,53883276
2508406,5099129,13335810
2508505,5865899,
2508554,2866094,13910235
2508604,19896213,33089876
2508703,-2125588,13195132
2508802,3772498,16704104
2508901,58859776,85320097
2509008,-289760,20757679
2509057,8258402,19702989
2509107,21847491,40103607
2509156,-17469604,20094808
2509206,10802748,
2509305,5118185,29469490
2509339,4122376,14656291
2509370,241063,11829217
2509396,-1602548,17381737
2509404,17762818,28737836
2509503,1328342,16355800
2509602,7234613,14111956
2509701,15706403,71555195
2509800,16296608,20371470
2509909,5924920,25203006
2510006,1604792,18093745
2510105,9364504,19497621
2510204,6401532,16949630
2510303,2821321,14053097
2510402,-164340,15962684
2510501,1132371,13530567
2510600,-163739,11871213
2510659,538358,
2510709,6377656,12474834
2510808,53127049,185905238
2510907,3512,27440748
2511004,402120,13885762
2511103,21065642,21068821
2511202,32189176,71327649
2511301,39135679,48888481
2511400,-1018786,40916680
2511509,19570446,24475144
2511608,1824329,16918736
2511707,2729579,13977294
2511806,8930810,22090475
2512002,31042400,41662881
2512036,2196697,16201490
2512077,-7002,17190705
2512101,18595593,65295188
2512200,-313579,14070981
2512309,26557203,37169489
2512408,16564366,26436774
2512507,3228887,86779573
2512606,1303168,11814351
2512705,1692691,37432212
2512721,2201507,15203872
2512747,748188,14319221
2512754,1967821,14711751
2512762,-663641,15554449
2512788,1396436,
2512903,24922535,46914012
2513000,203469,13389295
2513109,22923304,27201839
2513158,-488568,16905678
2513208,12715111,15682870
2513307,-4976172,16426019
2513356,-153517,12112149
2513406,958446,30004146
2513505,11770026,14801496
2513604,3167837,16021829
2513653,14587910,13964908
2513703,72719178,205528180
2513802,3867283,15243397
2513851,783787,
2513927,42506,14124218
2513968,-678422,12759146
2513984,-2249134,12873534
2514008,1146464,14651843
2514107,913935,14964650
2514206,10105411,17017149
2514305,6639975,14908375
2514404,5406583,15230338
2514453,1205132,16474426
2514503,42048099,38123707
2514552,1325299,12223054
2514602,2080232,13229060
2514651,77306,12074556
2514701,6395906,15063538
2514800,3867781,
2514909,1507883,22064410
2515005,5936395,16283848
2515104,735169,
2515203,221339,13512906
2515302,57640137,94202257
2515401,17569587,22368154
2515500,3121197,27724684
2515609,4376842,13204049
2515708,6830241,12857755
2515807,10923320,14894994
2515906,13280112,14714819
2515930,1270702,16170891
2515971,-282152,19426621
2516003,24618367,47135609
2516151,-1397431,13824570
2516201,25494360,123483130
2516300,-5542798,42721480
2516508,7536696,27427071
2516607,9443659,30187372
2516706,15495103,31160432
2516755,-1362584,13219307
2516805,10304308,16513860
2516904,18642840,29266785
2517001,10079921,
2517100,2317946,12226079
2517209,219032,15052294
2517407,187790,11969869
2600054,25974329,144357096
2600104,-455677,76842131
2600203,6611050,45129465
2600302,13787594,57409094
2600401,31696854,63965872
2600500,26119821,73073004
2600609,4593496,33812702
2600708,41570634,66902354
2600807,13237249,54474831
2600906,15063857,48259084
2601003,506816,27470900
2601052,26028487,42921738
2601102,73049984,153667648
2601201,2280604,132567774
2601300,9977710,32836614
2601409,36504055,83440193
2601508,10089335,28215567
2601607,457249,45768070
2601706,17202193,179906152
2601805,7412524,28247366
2601904,24534427,106320532
2602001,6068647,71885801
2602100,23614665,89466051
2602209,-768031,64775100
2602308,27014386,69916293
2602407,543899,25014877
2602506,681580,22239195
2602605,2350241,86922180
2602704,-2935322,28219641
2602803,3049525,92425340
2602902,-97953565,672095145
2603009,17427974,66628568
2603108,9666714,40049631
2603207,5347771,54812515
2603306,4591454,
2603405,1823904,19296800
2603454,28688766,259362390
2603504,739726,37322660
2603603,2042069,28291622
2603702,2874819,62663288
2603801,1826231,42219556
2603900,6130762,46702529
2603926,-3716339,24018756
2604007,21389252,126344082
2604106,91380566,638534971
2604155,9471153,33722589
2604205,12644536,65816789
2604304,-559506,30297942
2604403,4915463,30981355
2604502,13964019,48636490
2604601,30505233,46363000
2604700,-3027271,
2604809,8380755,46625891
2604908,17777419,29853603
2605004,53047694,47745271
2605103,11895196,94538800
2605152,13802040,44609846
2605202,39256761,104982299
2605400,23060786,45243200
2605509,-379799,25505509
2605608,3844530,41517365
2605707,20497234,73635169
2605806,6436687,29796267
2605905,12262637,48211683
2606002,-4730423,254556414
2606101,2564764,52123033
2606200,-54196883,218380273
2606309,324153,22540442
2606408,61803438,150455998
2606507,14252514,46229537
2606606,8070485,51459434
2606705,8190609,20332613
2606804,-25023174,209849896
2606903,-2128545,27220403
2607000,6807409,37210240
2607109,907853,17606986
2607208,16894804,711383872
2607307,13574823,61066208
2607406,8454575,24926341
2607505,-13611658,73465778
2607604,-6517455,55617018
2607653,27834349,61360327
2607703,1385710,33676823
2607752,-7051389,86659213
2607802,7637413,32977851
2607901,56847300,1134674752
2607950,20323544,35515119
2608008,9339889,41292458
2608057,9695914,32342934
2608107,25389384,57896692
2608206,6355190,39379942
2608255,-1974195,31547616
2608305,-5747502,41985917
2608404,8326770,36652476
2608453,14902355,36387965
2608503,41732923,44813219
2608602,1804203,35444814
2608701,735197,32185715
2608750,4388433,55776584
2608800,2609699,80683303
2608909,9115313,101057967
2609006,-72537,50630353
2609105,5975530,30331170
2609154,-1144127,43677243
2609204,9995421,28517757
2609303,-2378648,31201465
2609402,57365778,99004451
2609501,61457696,51174001
2609600,-19045736,577064435
2609709,17711607,50409214
2609808,3223880,36050549
2609907,102491794,108512699
2610004,32677853,124482840
2610103,1023063,21601790
2610202,1441498,59801819
2610301,8545460,36350242
2610400,16866388,42282961
2610509,14317277,51693289
2610608,73950754,99224861
2610707,-5767488,423467801
2610905,35548663,115120223
2611002,1948178,76510510
2611101,155686625,633868471
2611200,5945524,27826168
2611309,4779288,53579774
2611408,17124723,31639114
2611507,-1803988,47765708
2611533,2038207,23589896
2611606,871006436,4262361508
2611705,7050315,42944537
2611804,29730218,75077141
2611903,60031334,58181754
2612000,20963284,25658333
2612109,10103745,25491923
2612208,15002003,114431404
2612307,-195398,35837797
2612406,16466827,45504616
2612455,-10004763,34237870
2612471,22251,29969396
2612505,10290525,154024914
2612554,3277678,34841228
2612604,22074101,83851438
2612703,758405,29744743
2612802,582454,26206507
2612901,5247921,29270684
2613008,3796663,90036847
2613107,-3720299,61117649
2613206,991877,47203103
2613305,14365409,47269304
2613404,-7278879,45841483
2613503,-4036571,59088557
2613602,4143685,65228831
2613701,17875136,149234312
2613800,1885461,38106428
2613909,39633803,165854697
2614006,10743847,43216691
2614105,2554964,68742261
2614204,57493800,93894074
2614303,9690,27882000
2614402,-851184,18360681
2614501,6487680,105886784
2614600,14218733,51711739
2614709,5453513,25065765
2614808,573288,50651596
2614857,29417302,64524175
2615003,18917986,50150418
2615102,-421971,24987204
2615201,-1956655,24817387
2615300,-1892933,99638735
2615409,15811203,82490821
2615508,11238044,29254334
2615607,11049578,60953784
2615706,786827,37012784
2615805,3078543,51650264
2615904,1789874,23318379
2616001,4607639,38708578
2616100,-3608,24986221
2616183,-224606,21653091
2616209,-10056761,42155212
2616308,29646062,60271798
2616407,-25447575,260609183
2616506,25228948,38544879
2700102,7118908,46950740
2700201,-10934818,39606694
2700300,-69313786,549023404
2700409,4390609,103097628
2700508,-170510,43064105
2700607,17431320,33871247
2700706,6313330,47364121
2700904,2538066,21066924
2701001,6249737,66215864
2701209,2208958,33158199
2701308,7226602,54444117
2701605,-535290,49767616
2701704,5933281,52596182
2701803,3490649,28832637
2701902,3594166,21323760
2702009,-8174032,28609414
2702108,-2750921,50167907
2702207,2635585,28187804
2702306,19694146,189074708
2702355,7940879,58732958
2702405,33972067,109587346
2702504,9956853,32694390
2702553,11870979,40452224
2702702,1642030,17728822
2703007,-5761905,36887597
2703106,-2224054,52286596
2703304,1692283,41315213
2703403,-5697933,30984003
2703502,4179980,21350897
2703700,-1050445,22022416
2703759,-2597579,41644089
2704104,-8059963,67706056
2704302,84466684,2034749007
2704401,6313330,47364121
2704500,3213414,81562618
2704609,9366300,30171344
2704708,-98474390,233646276
2704807,1792073,28127487
2704906,43339607,15364802
2705002,23991531,56382917
2705101,9938587,51815873
2705200,4653429,55274123
2705309,4366101,22162121
2705408,1642179,20829128
2705507,3789379,63493588
2705705,-28711109,44843655
2705804,4906276,27970516
2705903,1642925,20063641
2706000,-7646772,40418897
2706109,-125567,30267422
2706208,1489145,16925148
2706307,-26590364,229685907
2706406,-20136505,59865929
2706422,5290960,27791698
2706448,-4098482,38889779
2706604,7084847,20984600
2706703,-49386414,179119557
2706802,28454059,40547661
2706901,21752059,154489511
2707008,2807300,14186646
2707107,2716571,74956951
2707206,-4647298,36405091
2707404,10717317,29432138
2707602,834908,36413687
2707701,87293296,152204636
2707800,-7162179,40751494
2707909,-2074363,18752975
2708006,40552450,125297629
2708105,-3838065,30906303
2708303,20144624,61550500
2708402,3652650,80774307
2708501,-27305078,115027437
2708600,-1577988,194881296
2708808,11858153,72393246
2708956,743086,36586903
2709004,2809391,18513265
2709103,4001256,49808849
2709202,1220772,59244161
2709301,122847734,144574890
2709400,15351648,71386950
2800100,-145308,14693601
2800209,3239099,47026006
2800308,226656944,1625368082
2800407,11776629,29722835
2800506,5968619,53354895
2800605,-2542250,130139478
2800670,-1540572,52904272
2800704,-1362241,30432880
2801009,8062011,42154933
2801108,-1074688,16055723
2801207,996037,96014068
2801306,-4800230,87468514
2801504,22762955,73373481
2801603,12380246,18105307
2801702,-1032651,20148583
2801900,-2025876,15724191
2802007,29847442,38212953
2802106,-10647136,196318048
2802205,952714,18720082
2802304,8372986,35544424
2802403,-259564,26681661
2802502,5318612,14580009
2802601,13501895,18091235
2802700,-2746972,25393506
2802809,-553809,43579867
2802908,5017262,100851672
2803005,-6292304,88567640
2803104,-965815,16463096
2803203,30821898,103435373
2803302,37145642,74574565
2803401,-3755651,37727568
2803500,14629356,193672053
2803609,19607634,107335623
2803708,-1032651,20145089
2803807,-577978,17118723
2803906,9241785,28603911
2804003,20210536,62851671
2804102,-1561168,28106340
2804201,-569874,34491237
2804300,-745516,22427887
2804409,14610670,42864071
2804458,9445426,21486837
2804508,-8364302,84035796
2804607,7737375,64347967
2804706,-1274189,18025513
2804805,135672913,316578719
2804904,12423377,52393172
2805000,1188893,14997125
2805109,11279472,23335023
2805208,916873,18666875
2805307,-296214,39448555
2805406,10521400,68986458
2805505,3453530,49038423
2805604,40222786,58463949
2805703,17738922,55453134
2805802,40076979,43922368
2805901,-2828453,41845818
2806008,11055254,39970107
2806107,8323979,55507503
2806206,-1148826,44703131
2806305,36656322,41930330
2806404,-471030,20488561
2806503,-776277,17655953
2806602,1647368,28861010
2806701,84017191,124811138
2806800,33870442,24034577
2806909,4295577,15576138
2807006,149298,16022385
2807105,56651550,77735727
2807204,-2052664,39638811
2807303,6033420,14212809
2807402,19255064,92683225
2807501,450786,35491551
2807600,1874291,54698910
2900108,13878537,18989131
2900207,245428,39310171
2900306,8014531,34990882
2900355,-756654,33995401
2900405,20212649,38672239
2900504,10720000,24916455
2900603,16730897,14694480
2900702,49899642,346204030
2900801,10061666,56729347
2900900,8212025,17120200
2901007,49182074,63941169
2901106,30315158,51413039
2901155,9559912,37290144
2901205,22460741,45134317
2901304,18178381,35744783
2901353,6955576,40198640
2901403,-4593964,46370595
2901502,13758908,22561390
2901601,23531039,32726931
2901700,13105913,27611107
2901809,-1299466,26673548
2901908,9619765,38046343
2901957,27165859,21476554
2902005,27114750,32010478
2902104,130337158,100853683
2902203,1818784,28281243
2902252,32990884,25955219
2902302,1818052,18864905
2902401,50157802,34028354
2902500,21090553,35164773
2902609,-4907951,56768183
2902658,-11409169,31558184
2902708,-1236902,109075305
2902807,42691202,48470879
2902906,49226486,74007806
2903003,4587628,33206980
2903102,-1282834,19163559
2903201,195515721,399550068
2903235,-9883464,47288148
2903276,-2363211,43381924
2903300,10783522,22372788
2903409,97783568,59684806
2903508,3838657,46058742
2903607,21522772,39680287
2903706,42420923,34699087
2903805,-466019,44082486
2903904,40865985,181914023
2903953,9272537,27489815
2904001,19695943,30204966
2904050,-14461210,42560620
2904100,5910836,42766234
2904209,4104291,34950990
2904308,20442882,33834136
2904407,246756,26924875
2904506,-823318,30471555
2904605,-18610469,158202646
2904704,42146796,30052524
2904753,3384894,49963937
2904803,31311937,18664483
2904852,-1840158,39619684
2904902,32947518,58742557
2905008,10174380,46425852
2905107,-107698,25085836
2905156,5942870,29593254
2905206,81395446,107144430
2905305,7889696,46636255
2905404,9640771,80299641
2905503,5865650,33132633
2905602,27493757,58855012
2905701,329256365,1055403074
2905800,46571012,71297830
2905909,4227895,58813845
2906006,77673536,146575778
2906105,10927624,25859766
2906204,29962511,63829203
2906303,49920303,63561731
2906402,17401313,18035756
2906501,177561081,440733073
2906600,9763171,28663259
2906709,65228935,53705783
2906808,31946452,70223532
2906824,9758430,37490602
2906857,17202918,26108937
2906873,33880782,63379001
2906899,5262252,10593437
2906907,34413793,61723243
2907004,4028982,34205465
2907103,31324486,62329997
2907202,79377983,136233789
2907301,20089644,60108450
2907400,1720445,14467138
2907509,41295483,121573763
2907558,9005305,22480627
2907608,9095499,38905117
2907707,7237131,31169540
2907806,19818097,56983443
2907905,28885897,39830333
2908002,71094896,42304765
2908101,13779703,52835498
2908200,-4296267,57590732
2908309,23692329,34576752
2908408,55063444,93311736
2908507,-6488672,75315729
2908606,29453872,61555341
2908705,21839235,43305690
2908804,6763642,16308776
2908903,26179155,47366860
2909000,-1878736,27385297
2909109,16384550,42481894
2909208,27611447,49703020
2909307,51726397,153377648
2909406,10620836,38651360
2909505,17459755,17312861
2909604,13422578,45126972
2909703,1401464,34731330
2909802,21976192,108308993
2909901,18075863,106026441
2910008,46769630,30304521
2910057,27299560,175488805
2910107,5630191,31379702
2910206,1266630,14675758
2910305,11581827,19711060
2910404,17113869,50097828
2910503,77416528,100581822
2910602,71446915,103851591
2910701,50033831,125715303
2910727,375160423,263494054
2910750,13338648,51690919
2910776,6091726,8856514
2910800,-215050045,1299748475
2910859,5294775,43871047
2910909,13803356,16200425
2911006,42797517,23849638
2911105,11729726,104790589
2911204,38512541,61124933
2911303,3002594,36225051
2911402,7011252,35678325
2911501,29237574,17889995
2911600,19813334,46780774
2911659,7564572,19580454
2911709,32219131,175063521
2911808,80233507,46485899
2911857,7422510,30312117
2911907,29224652,63663240
2912004,11075491,24979886
2912103,45535703,47114851
2912202,-17250659,55400653
2912301,39619430,33556229
2912400,6391403,37357439
2912509,10730838,34109995
2912608,3298474,15594657
2912707,56731310,59128874
2912806,3915631,32495815
2912905,55308195,48531076
2913002,-12743571,31225985
2913101,14348635,37226379
2913200,38020610,63496770
2913309,9878087,16811631
2913408,33771483,43319884
2913457,23697486,37007996
2913507,38921810,50230816
2913606,419017756,366295414
2913705,42817740,73503894
2913804,34996844,36201657
2913903,16020644,79760773
2914000,33461198,105280024
2914109,-1252506,24208456
2914208,9516062,20433773
2914307,31113830,25267089
2914406,7510856,51925759
2914505,17781404,58768767
2914604,85052267,134435040
2914653,-13324565,71334576
2914703,-5667519,173190955
2914802,396624235,451386213
2914901,47373694,62027808
2915007,16532455,33113115
2915106,20403468,28501961
2915205,25487241,37047056
2915304,16814656,22721612
2915353,13649352,39077473
2915403,20222103,20142783
2915502,68923914,42651997
2915601,80054278,125159042
2915700,32908230,21716204
2915809,68653277,51834912
2915908,-15164046,31465700
2916005,12319644,43944889
2916104,17518872,61692058
2916203,35778944,22141196
2916302,46074450,35603819
2916401,38372377,143758849
2916500,8990926,67720127
2916609,21734938,24130805
2916708,2471657,19353360
2916807,32689889,42700986
2916856,26153468,41368746
2916906,21391314,25755177
2917003,31556898,77963720
2917102,57336575,62365894
2917201,5725879,44392752
2917300,8541358,55965544
2917334,6145530,28505745
2917359,-3659527,42121172
2917409,-1479786,34754729
2917508,26628605,180532240
2917607,64169049,88239992
2917706,16021266,68161030
2917805,9400585,59893963
2917904,10726709,29243438
2918001,105676392,311787195
2918100,35402016,80746293
2918209,13915904,31414039
2918308,29903141,35516243
2918357,15282362,50082716
2918407,179046313,532617033
2918456,2730947,25071813
2918506,11355799,32465678
2918555,34371575,21524590
2918605,5465964,17438313
2918704,6076721,19238495
2918753,20296972,20529823
2918803,17718152,54355987
2918902,2859980,17120777
2919009,-853925,15337803
2919058,17358193,21402166
2919108,4116134,21098962
2919157,-2523076,81533890
2919207,129374666,514370061
2919306,657536,26281663
2919405,12315509,25391000
2919504,14618,88991636
2919553,-4522598,350320614
2919603,-6490940,29403367
2919702,30830392,40216756
2919801,78018702,93800555
2919900,322121,32922792
2919926,24997983,152013531
2919959,-5612068,19714929
2920007,10007761,37974216
2920106,4645332,53035936
2920205,17442518,41519950
2920304,-1901581,19640032
2920403,16463832,35681865
2920452,2459265,32415400
2920502,5268174,57943447
2920601,4227303,83258493
2920700,17013166,54971031
2920809,19229710,25505882
2920908,34643548,32583082
2921005,-19240113,192438694
2921054,3658393,27846881
2921104,46855100,55702210
2921203,-1856954,49867683
2921302,1413697,27222784
2921401,3583518,42586436
2921450,4668037,20899759
2921500,35450781,104827401
2921609,1552533,20495052
2921708,11713438,86033310
2921807,13139422,25772775
2921906,3014459,36258797
2922003,42210855,141697780
2922052,-1744607,33688275
2922102,20105093,43485600
2922201,1917119,16218073
2922250,4271904,33385400
2922300,47958550,53277827
2922409,-264325,42590094
2922508,12608755,54424327
2922607,45520645,36140145
2922656,9487326,34409088
2922706,24215522,36375394
2922730,1862166,20010026
2922755,25848432,19986713
2922805,11047636,22485872
2922854,-2533532,18449625
2922904,29439422,53267213
2923001,38697561,90024331
2923035,812004,26229221
2923050,28928879,27436794
2923100,4161482,50849748
2923209,-23182260,88274821
2923308,5501951,18847935
2923357,5064296,55844347
2923407,16878656,44409547
2923506,11729070,22020966
2923605,51774192,47977301
2923704,16030550,66828077
2923803,12010261,50163432
2923902,25934608,24310221
2924009,-34347120,324037380
2924058,9138556,31496477
2924108,6460742,16723418
2924207,-1021726,34401692
2924306,13029996,55883380
2924405,24542396,75308319
2924504,31298935,36618021
2924603,7304364,51111883
2924652,2434475,23155827
2924678,7879239,21788879
2924702,34744817,24941076
2924801,5405833,43949817
2924900,649643,21716204
2925006,155248,52430120
2925105,83245934,94324008
2925204,25100160,139565239
2925253,15834490,36479043
2925303,249473733,380975447
2925402,1708813,24974862
2925501,18973517,75795332
2925600,12441449,32415492
2925709,13921319,31932948
2925758,21198556,37877117
2925808,49177269,79033806
2925907,13286151,78589468
2925931,3531000,22950400
2925956,36817809,50971881
2926004,47624109,107312920
2926103,12434221,29242012
2926202,16692468,65188347
2926301,39566377,59767576
2926400,33904043,65215189
2926509,10787607,36489495
2926608,64547116,100320919
2926657,15364493,24674915
2926707,4299318,28370361
2926905,5937531,25280006
2927002,42985750,83616891
2927101,15979610,22125701
2927200,43533203,60729703
2927309,4040754,49542550
2927408,-419381465,5672281891
2927507,22112688,36766913
2927606,18747391,33115467
2927705,67766015,69431036
2927804,22659000,16672102
2927903,11911613,23389168
2928000,5861487,77349235
2928059,30697602,28589113
2928109,-46530815,162366959
2928208,36357831,57709542
2928307,12935123,19804119
2928406,44887059,61315364
2928505,4351849,24992793
2928604,95329163,122819700
2928703,37358836,194747261
2928802,8309930,93170644
2928901,16753762,149715331
2928950,9403852,22781842
2929008,33735878,38768825
2929057,-20111669,42194033
2929107,15381382,43837109
2929206,145020341,497689990
2929255,-653291,54472419
2929305,71222175,68803877
2929354,23126543,15915283
2929370,11084830,24042005
2929404,3039235,23985329
2929503,29349603,120581633
2929602,13690504,41738418
2929701,31739790,46076436
2929750,6261210,42073049
2929800,7966787,35512310
2929909,-19789795,122396815
2930006,27047417,29176691
2930105,52950170,135305201
2930154,19779218,78564246
2930204,33209362,108742958
2930303,-26608935,72463048
2930402,24532017,32760468
2930501,15448535,252707933
2930600,13194468,31400735
2930709,164098452,333086074
2930758,11632359,29415168
2930766,28592251,25971452
2930774,11241081,71491306
2930808,-16971852,66941105
2930907,1237112,32717459
2931004,36783892,
2931053,20969441,39311355
2931103,2677586,17540974
2931202,37855306,45834260
2931301,-22000618,42913206
2931350,101735790,354148933
2931400,-8275961,40443724
2931509,13150630,50059681
2931608,40980806,44513225
2931707,16668678,27418355
2931806,11201733,38557687
2931905,124192563,94437945
2932002,20575342,53067720
2932101,3531195,43101097
2932200,11800359,45270502
2932309,79845533,43730754
2932408,6535176,30735419
2932457,-1647187,39475301
2932507,59325003,54478509
2932606,8334803,53072115
2932705,28300371,47093768
2932804,9597846,38096318
2932903,68876598,163026327
2933000,42596842,50240471
2933059,2949716,30330301
2933109,1967633,17645782
2933158,-23438156,34163178
2933174,10467722,23335461
2933208,20575746,106037934
2933257,-389951,27684893
2933307,192722859,633215178
2933406,6212084,18313139
2933455,2767724,34124740
2933505,20614525,59632997
2933604,28405555,104921927
3100104,2486708,19486971
3100203,15416275,41539569
3100302,-3734689,27304980
3100401,-364186,12330435
3100500,938117,16880363
3100609,293734,26669995
3100708,-1118786,17802149
3100807,232201,14009637
3100906,-8181870,39482158
3101003,6397105,23684320
3101102,-798783,56901575
3101300,1579572,12446048
3101508,-2108010,69129711
3101607,46440480,231389347
3101631,-1021491,14493940
3101706,43810447,72125610
3101805,2580791,17813443
3101904,780109,36429395
3102001,-1735578,28943532
3102050,-3500922,14933352
3102100,175963,21681432
3102209,-1805433,13080272
3102308,3440709,29489078
3102407,-432637,22237843
3102506,295019,12654173
3102605,3340939,83682214
3102704,1911551,17985288
3102852,1665927,17758480
3102902,429830,20299333
3103009,9378136,35539971
3103207,-863869,11431658
3103306,-141606,10116893
3103405,1092659,59963201
3103504,38596567,297893583
3103603,-689080,11632152
3103702,2862912,17280479
3103751,-61417643,55409188
3103801,2409817,12611128
3103900,-594558,19079718
3104007,-97509147,338740567
3104106,1223428,27088796
3104205,-1942588,94163167
3104304,-1717493,27913768
3104403,250661,11854891
3104452,-762388,13399572
3104502,7418736,36381153
3104601,8575576,27576747
3104700,2030566,24078629
3104809,-1725996,14484484
3104908,2188660,39316758
3105004,5611571,17446601
3105103,2898232,52581079
3105202,3566574,13780449
3105301,-1991046,16058601
3105400,-5435980,69679293
3105509,-851012,14919491
3105608,52699391,298672789
3105707,549305,17918201
3105905,1958581,37951942
3106002,1614305,26064226
3106200,1716046898,9055381394
3106309,18500735,82605180
3106507,3683591,21878032
3106606,1577089,13750669
3106655,3529487,13140078
3106705,381048179,1480207179
3106804,-1905615,11706184
3106903,-1239267,28403558
3107000,-301248,11297849
3107109,22504837,88061492
3107208,5733331,12925337
3107307,40325824,84425276
3107406,-10224474,114606032
3107505,-1961758,17319096
3107604,-63420,16974005
3107703,2291379,15957123
3107802,926501,26285320
3107901,2811735,23706910
3108008,1086585,37760416
3108107,998370,17106670
3108206,2057814,20088537
3108255,2741234,21656408
3108305,89822,35800672
3108404,-6266443,28505820
3108503,4045374,14096381
3108552,-5833540,29680212
3108602,-6573320,77008776
3108701,-497012,12444417
3108800,-37385,15205369
3108909,-8510179,26801271
3109006,-19747370,150839467
3109105,-3617387,21812139
3109204,439033,22219818
3109253,279331,13232225
3109303,-5014510,66027241
3109402,15145474,57469665
3109451,4323566,26402225
3109501,997942,27232798
3109600,892084,13032881
3109709,-3548866,24045546
3109808,886232,23185827
3109907,-1687854,21513151
3110004,2084846,83209097
3110103,-283394,14020603
3110202,-772192,13288674
3110301,3249110,32566012
3110400,943467,11944640
3110509,-6285445,53431489
3110608,-11319313,66599424
3110707,6509287,26236692
3110806,1694100,12824163
3110905,-3552982,36182129
3111002,5353520,38500367
3111101,-781971,44200040
3111150,326353,12807180
3111200,-29429167,129836738
3111309,344114,26010187
3111408,289613,33565149
3111507,4039748,35025259
3111606,5176317,49283752
3111705,-462137,13137019
3111804,11942874,30488858
3111903,3137972,13756746
3112000,1407605,29168973
3112059,-1117019,13353241
3112109,7814103,14128754
3112208,290485,12390128
3112307,8296785,59297318
3112406,-1095478,16845897
3112505,9160183,17793801
3112604,10692415,41207174
3112653,595172,14813103
3112703,9542348,30273525
3112802,-4223888,33151408
3112901,1913975,17343621
3113008,7857364,38032063
3113107,-198970,12488158
3113206,-13140339,54324095
3113305,2988026,69315734
3113404,52838931,170626898
3113503,-2667907,18992855
3113602,-1592791,17056926
3113701,5070311,46012721
3113800,-556549,14043978
3113909,-2697643,26990910
3114006,7689049,25466633
3114105,5661978,32171370
3114204,-23065408,46609961
3114303,-5758413,67923758
3114402,2645651,44197660
3114501,-1674817,44666484
3114550,3734728,39873060
3114709,-1975048,15600326
3114808,424866,12802144
3114907,104289,11165966
3115003,-1227148,17822508
3115102,2328136,42534124
3115201,-2059287,12451687
3115300,8111426,129151622
3115359,-9404710,30863324
3115409,1778946,
3115458,1202841,17411129
3115474,-212856,13943206
3115508,-35235803,47151847
3115607,-1587859,10500226
3115706,-2023923,17310330
3115805,1731383,23235983
3115904,180651,12008700
3116001,433311,14223883
3116100,3121391,24518604
3116159,4563254,29021865
3116308,-35106,12704348
3116407,-295150,15112974
3116506,4377502,15818807
3116605,9443394,57529803
3116704,-588024,17920170
3116803,145539,16470417
3116902,1719672,17866047
3117009,5518430,15845291
3117108,-320945,22955324
3117207,-695588,11315978
3117306,10129824,79064744
3117405,-1170156,12488387
3117504,1474619,100677858
3117603,-4464525,21876495
3117702,2456538,26056643
3117801,142927,21835585
3117836,79495,15750871
3117876,-2354987,40672550
3117900,826367,22588983
3118007,5542464,349626331
3118106,2687505,12082425
3118205,-3126364,25118862
3118304,59077064,208770726
3118403,300382,46416996
3118601,303485766,1515789184
3118700,4787313,18572616
3118809,32031066,43577652
3118908,-66829,15104477
3119005,1016989,12169708
3119104,2759731,43123607
3119203,4939097,21854176
3119302,-3366067,66851502
3119401,-48989533,177698351
3119500,1371792,17124140
3119609,163952,11284237
3119807,336151,13597047
3119906,-1625327,12034967
3119955,-343686,18869431
3120003,-1287241,13174412
3120102,2987461,13445067
3120151,177438,14829587
3120201,2862597,28093610
3120300,1094339,15077982
3120409,-1057691,14761901
3120508,1556927,21813861
3120607,-2319444,15426050
3120706,531840,16475474
3120805,-1689737,31479052
3120839,1673855,13170756
3120870,44495,15873235
3120904,-16841055,149633380
3121001,5020809,14293381
3121100,-3244258,16457224
3121209,-530679,29206510
3121258,3274557,29037744
3121308,8922881,13040097
3121407,-1297215,16392741
3121506,-7683320,13178760
3121605,-17926207,133232429
3121704,2912286,12245942
3121803,-332791,15678584
3121902,658886,13318520
3122009,6425853,34959936
