municipio,codigo,receita_corrente,divida_consolidada,pessoal_encargos,cap_pag_div,eq1_cap_pag_div
Prefeitura Municipal de Três Pontas - MG,3169406,143399287.81,18000839,79113200.52,.28001142,2.9020569
Prefeitura Municipal de Tumiritinga - MG,3169505,18132426.36,1664687,8524880.550000001,.17326871,2.8985593
Prefeitura Municipal de Tupaciguara - MG,3169604,83088591.36,0,43400317.57,0,2.8928819
Prefeitura Municipal de Turmalina - MG,3169703,48159768.37,2191276,26638434.5,.10181879,2.8962183
Prefeitura Municipal de Turvolândia - MG,3169802,16721420.72,160227,7796697.86,.017953163,2.8934703
Prefeitura Municipal de Ubá - MG,3169901,202787409.45,5747281,94553535.89,.053100575,2.8946218
Prefeitura Municipal de Ubaí - MG,3170008,24387316.55,0,11355889.62,0,2.8928819
Prefeitura Municipal de Ubaporanga - MG,3170057,23539675.59,2047836,11829860.69,.17488201,2.8986123
Prefeitura Municipal de Uberaba - MG,3170107,1115133789.17,264760795,485237236.3,.42032424,2.9066546
Prefeitura Municipal de Uberlândia - MG,3170206,2131192438.34,372720512,962337497.52,.31887662,2.9033306
Prefeitura Municipal de Umburatiba - MG,3170305,13343948.47,1809418,6763662.1,.27497557,2.9018919
Prefeitura Municipal de Unaí - MG,3170404,254245961.69,24038598,142663526.88,.21543354,2.899941
Prefeitura Municipal de União de Minas - MG,3170438,19009186.77,0,8937896.23,0,2.8928819
Prefeitura Municipal de Uruana de Minas - MG,3170479,17296097.27,0,8019596.91,0,2.8928819
Prefeitura Municipal de Urucânia - MG,3170503,25233959.12,3773980,11713395.89,.27912891,2.9020281
Prefeitura Municipal de Urucuia - MG,3170529,32376923.48,0,15678403.19,0,2.8928819
Prefeitura Municipal de Vargem Alegre - MG,3170578,16087227.59,0,7587376.72,0,2.8928819
Prefeitura Municipal de Vargem Bonita - MG,3170602,14348528.53,1580668,6869076.88,.21133475,2.8998067
Prefeitura Municipal de Vargem Grande do Rio Pardo - MG,3170651,16951143.24,0,8396967.49,0,2.8928819
Prefeitura Municipal de Varginha - MG,3170701,434802367.5,111388695,199645679.03,.47367862,2.9084027
Prefeitura Municipal de Varjão de Minas - MG,3170750,22985031.67,0,11321550.94,0,2.8928819
Prefeitura Municipal de Várzea da Palma - MG,3170800,74674458.91,0,41135317.19,0,2.8928819
Prefeitura Municipal de Varzelândia - MG,3170909,39649472.16,0,20034574.3,0,2.8928819
Prefeitura Municipal de Vazante - MG,3171006,59323208,0,30545827,0,2.8928819
Prefeitura Municipal de Verdelândia - MG,3171030,21178867.66,0,10715582.21,0,2.8928819
Prefeitura Municipal de Veredinha - MG,3171071,19038205.21,0,9402074.359999999,0,2.8928819
Prefeitura Municipal de Veríssimo - MG,3171105,19177181.51,2869899,9115989.699999999,.28524444,2.9022284
Prefeitura Municipal de Vermelho Novo - MG,3171154,15347115.96,0,7336101.69,0,2.8928819
Prefeitura Municipal de Vespasiano - MG,3171204,273215101.02,21350057,158300024.6,.18578987,2.8989697
Prefeitura Municipal de Viçosa - MG,3171303,218805603.86,1306811,109475088.06,.011952847,2.8932736
Prefeitura Municipal de Vieiras - MG,3171402,14617252.36,0,8037092.31,0,2.8928819
Prefeitura Municipal de Mathias Lobato - MG,3171501,14368287.35,0,7010011.34,0,2.8928819
Prefeitura Municipal de Virgem da Lapa - MG,3171600,28389767.32,0,14522962.8,0,2.8928819
Prefeitura Municipal de Virgínia - MG,3171709,20918729.09,0,9648983.59,0,2.8928819
Prefeitura Municipal de Virginópolis - MG,3171808,27327901.93,0,15278037.09,0,2.8928819
Prefeitura Municipal de Virgolândia - MG,3171907,16434812.23,0,7976005.33,0,2.8928819
Prefeitura Municipal de Visconde do Rio Branco - MG,3172004,103426746.97,0,61845624.27,0,2.8928819
Prefeitura Municipal de Volta Grande - MG,3172103,17797415.2,0,8453650.16,0,2.8928819
Prefeitura Municipal de Wenceslau Braz - MG,3172202,12555838.08,0,5045931.04,0,2.8928819
Prefeitura Municipal de Afonso Cláudio - ES,3200102,86163411.65000001,0,40148572.12,0,2.8928819
Prefeitura Municipal de Águia Branca - ES,3200136,39138253.45,0,20195865.55,0,2.8928819
Prefeitura Municipal de Água Doce do Norte - ES,3200169,37556642.82,8072657,21430985.06,.50060946,2.9092853
Prefeitura Municipal de Alegre - ES,3200201,48438749.88,20579964,47245835.52,17.251837,3.4581666
Prefeitura Municipal de Alfredo Chaves - ES,3200300,54901067.18,0,22875977.78,0,2.8928819
Prefeitura Municipal de Alto Rio Novo - ES,3200359,16943349.59,10851229,13748319.59,3.3962839,3.0041668
Prefeitura Municipal de Anchieta - ES,3200409,240949738.32,0,114738537.36,0,2.8928819
Prefeitura Municipal de Apiacá - ES,3200508,27213168.72,0,13443457.56,0,2.8928819
Prefeitura Municipal de Aracruz - ES,3200607,423971196.76,29964895,212106708.05,.14143425,2.8975163
Prefeitura Municipal de Atilio Vivacqua - ES,3200706,40152621.21,78223,18605039.87,.0036302451,2.8930008
Prefeitura Municipal de Baixo Guandu - ES,3200805,95216814.23999999,0,43398595.32,0,2.8928819
Prefeitura Municipal de Barra de São Francisco - ES,3200904,118200007.24,47455234,64928231.34,.89081383,2.922071
Prefeitura Municipal de Boa Esperança - ES,3201001,51424738.94,0,23378209.68,0,2.8928819
Prefeitura Municipal de Bom Jesus do Norte - ES,3201100,29317545.65,2402675,15866371.19,.17862195,2.8987348
Prefeitura Municipal de Brejetuba - ES,3201159,39217076.24,45074,18000130.8,.0021244339,2.8929515
Prefeitura Municipal de Cachoeiro de Itapemirim - ES,3201209,475426106.89,16072955,257268859.02,.073676005,2.8952961
Prefeitura Municipal de Cariacica - ES,3201308,646004262.22,80807750,303700884.89,.23607056,2.9006171
Prefeitura Municipal de Castelo - ES,3201407,103335974.21,0,49745638.08,0,2.8928819
Prefeitura Municipal de Colatina - ES,3201506,343410336.85,59403118,147491188.19,.30320221,2.9028168
Prefeitura Municipal de Conceição da Barra - ES,3201605,100351381.65,8997637,53092968.31,.19039229,2.8991206
Prefeitura Municipal de Conceição do Castelo - ES,3201704,36874731.8,0,19685305.35,0,2.8928819
Prefeitura Municipal de Divino de São Lourenço - ES,3201803,13378565.89,0,10215923.78,0,2.8928819
Prefeitura Municipal de Domingos Martins - ES,3201902,121458692.62,0,53054612.9,0,2.8928819
Prefeitura Municipal de Dores do Rio Preto - ES,3202009,31076732.29,0,14205622.8,0,2.8928819
Prefeitura Municipal de Ecoporanga - ES,3202108,38791527.85,0,24428884.67,0,2.8928819
Prefeitura Municipal de Fundão - ES,3202207,75214606.08,0,37488571.87,0,2.8928819
Prefeitura Municipal de Governador Lindenberg - ES,3202256,39434565.32,0,18128618.03,0,2.8928819
Prefeitura Municipal de Guaçuí - ES,3202306,86050673.8,32545719,47852111.2,.85201424,2.9207995
Prefeitura Municipal de Guarapari - ES,3202405,319325483.63,3011717,178727514.24,.021420771,2.8935838
Prefeitura Municipal de Ibatiba - ES,3202454,65093050.56,0,31077027.87,0,2.8928819
Prefeitura Municipal de Ibiraçu - ES,3202504,41850872.65,0,21327220.95,0,2.8928819
Prefeitura Municipal de Ibitirama - ES,3202553,32825894.29,0,14893634.68,0,2.8928819
Prefeitura Municipal de Iconha - ES,3202603,53076168.45,0,27628839.35,0,2.8928819
Prefeitura Municipal de Irupi - ES,3202652,39824257.93,4696749,20339205.26,.24104369,2.9007802
Prefeitura Municipal de Itaguaçu - ES,3202702,46639509.14,0,21491708.06,0,2.8928819
Prefeitura Municipal de Itapemirim - ES,3202801,385416212.41,2628018,160073456.73,.011662314,2.8932641
Prefeitura Municipal de Itarana - ES,3202900,37806934.23,0,16042952.4,0,2.8928819
Prefeitura Municipal de Iúna - ES,3203007,73520396.20999999,0,34504573.33,0,2.8928819
Prefeitura Municipal de Jaguaré - ES,3203056,98103794.51000001,0,48706704.01,0,2.8928819
Prefeitura Municipal de Jerônimo Monteiro - ES,3203106,38728517.89,0,22016459.83,0,2.8928819
Prefeitura Municipal de João Neiva - ES,3203130,61711572.29,7045485,28060823.48,.20937082,2.8997424
Prefeitura Municipal de Laranja da Terra - ES,3203163,35290285.83,3950370,17026394.63,.21629399,2.8999691
Prefeitura Municipal de Linhares - ES,3203205,678681207.0599999,40871465,303779882.32,.10901926,2.8964541
Prefeitura Municipal de Mantenópolis - ES,3203304,40847773.3,2623700,22603442.83,.14380907,2.897594
Prefeitura Municipal de Marataízes - ES,3203320,183489244.04,1137125,95006193.09999999,.012851331,2.8933029
Prefeitura Municipal de Marechal Floriano - ES,3203346,64390582.83,0,26279795.53,0,2.8928819
Prefeitura Municipal de Marilândia - ES,3203353,39406478.14,0,18212139.39,0,2.8928819
Prefeitura Municipal de Mimoso do Sul - ES,3203403,72638032.90000001,0,39555777.13,0,2.8928819
Prefeitura Municipal de Montanha - ES,3203502,62278700.1,0,27652695.53,0,2.8928819
Prefeitura Municipal de Mucurici - ES,3203601,26769165.29,0,12218624.33,0,2.8928819
Prefeitura Municipal de Muniz Freire - ES,3203700,59918205.48,15043136,34809848.95,.59912866,2.9125133
Prefeitura Municipal de Muqui - ES,3203809,41327798.96,0,19023869.33,0,2.8928819
Prefeitura Municipal de Nova Venécia - ES,3203908,139470917.97,6291808,60411052.08,.079582833,2.8954897
Prefeitura Municipal de Pancas - ES,3204005,55663278.15,0,24941935.54,0,2.8928819
Prefeitura Municipal de Pedro Canário - ES,3204054,69458621.48,0,34631042.04,0,2.8928819
Prefeitura Municipal de Pinheiros - ES,3204104,67590703.15000001,12478917,40895191.01,.46745375,2.9081988
Prefeitura Municipal de Piúma - ES,3204203,81677016.65000001,0,39615122.02,0,2.8928819
Prefeitura Municipal de Ponto Belo - ES,3204252,26422879.11,0,11509886.25,0,2.8928819
Prefeitura Municipal de Presidente Kennedy - ES,3204302,428408696.31,0,70584333.23,0,2.8928819
Prefeitura Municipal de Rio Bananal - ES,3204351,86881121.59,0,38910959.46,0,2.8928819
Prefeitura Municipal de Rio Novo do Sul - ES,3204401,9485098.83,0,20602597.81,0,2.8928819
Prefeitura Municipal de Santa Leopoldina - ES,3204500,42085240,0,18948135.79,0,2.8928819
Prefeitura Municipal de Santa Maria de Jetibá - ES,3204559,141345800.59,0,61444245.06,0,2.8928819
Prefeitura Municipal de Santa Teresa - ES,3204609,83110919.93000001,0,34125809.55,0,2.8928819
Prefeitura Municipal de São Domingos do Norte - ES,3204658,36700053.23,0,16356457.44,0,2.8928819
Prefeitura Municipal de São Gabriel da Palha - ES,3204708,93014607.01000001,0,49495568.11,0,2.8928819
Prefeitura Municipal de São José do Calçado - ES,3204807,38362725.52,0,19624436,0,2.8928819
Prefeitura Municipal de São Mateus - ES,3204906,302647982.82,23515080,176877760.92,.18696858,2.8990083
Prefeitura Municipal de São Roque do Canaã - ES,3204955,34406083.87,0,15392749.37,0,2.8928819
Prefeitura Municipal de Serra - ES,3205002,1267921690.3,306179552,625529748.91,.47662422,2.9084992
Prefeitura Municipal de Sooretama - ES,3205010,74913583.16,0,36621497.15,0,2.8928819
Prefeitura Municipal de Vargem Alta - ES,3205036,49657759.1,0,25982513.03,0,2.8928819
Prefeitura Municipal de Venda Nova do Imigrante - ES,3205069,61176379.23,0,33153134.19,0,2.8928819
Prefeitura Municipal de Viana - ES,3205101,220490096.63,31778602,102391159.49,.26908457,2.9016988
Prefeitura Municipal de Vila Pavão - ES,3205150,30515036.95,2486387,13161764.42,.14328058,2.8975768
Prefeitura Municipal de Vila Valério - ES,3205176,49968202.4,0,23403661.14,0,2.8928819
Prefeitura Municipal de Vila Velha - ES,3205200,994044458.99,199157675,443641433.73,.36183971,2.9047382
Prefeitura Municipal de Vitória - ES,3205309,1676884526.71,313901544,927739065.08,.41901281,2.9066117
Prefeitura Municipal de Angra dos Reis - RJ,3300100,1189141552.48,180344386,520915652.87,.26988536,2.9017253
Prefeitura Municipal de Aperibé - RJ,3300159,0,18741765,0,,
Prefeitura Municipal de Araruama - RJ,3300209,358031623.35,6783344,204181492.34,.044090595,2.8943267
Prefeitura Municipal de Areal - RJ,3300225,66331211.58,38178581,38210951.81,1.3576895,2.9373689
Prefeitura Municipal de Armação dos Búzios - RJ,3300233,277837497.72,44895639,140196782.43,.32617992,2.9035697
Prefeitura Municipal de Arraial do Cabo - RJ,3300258,180910632.52,67572886,136916940.19,1.5359676,2.9432104
Prefeitura Municipal de Barra do Piraí - RJ,3300308,252184509.21,56847810,106697849.63,.39074242,2.9056852
Prefeitura Municipal de Barra Mansa - RJ,3300407,544510572.1799999,83915562,294051444.14,.33504692,2.9038603
Prefeitura Municipal de Belford Roxo - RJ,3300456,698874473.63,310039120,377537865.55,.9648422,2.9244967
Prefeitura Municipal de Bom Jardim - RJ,3300506,98741457.95999999,14709998,51926102.15,.3142131,2.9031777
Prefeitura Municipal de Bom Jesus do Itabapoana - RJ,3300605,90093181.70999999,18812581,52345373.27,.49837545,2.9092121
Prefeitura Municipal de Cabo Frio - RJ,3300704,875906532.98,574816753,562893852.73,1.8364009,2.9530547
Prefeitura Municipal de Cachoeiras de Macacu - RJ,3300803,204381184.23,38886098,124095236.55,.48434502,2.9087522
Prefeitura Municipal de Cambuci - RJ,3300902,69903003.15000001,15433614,35768913,.45214665,2.9076972
Prefeitura Municipal de Carapebus - RJ,3300936,119427673.85,87205600,62560374.93,1.5334929,2.9431293
Prefeitura Municipal de Comendador Levy Gasparian - RJ,3300951,49537812.88,17315902,25114794.13,.70899928,2.9161134
Prefeitura Municipal de Campos dos Goytacazes - RJ,3301009,1990648243.52,1127541595,1087235490.99,1.2480913,2.9337778
Prefeitura Municipal de Cantagalo - RJ,3301108,102388401.44,0,53996766.55,0,2.8928819
Prefeitura Municipal de Cardoso Moreira - RJ,3301157,65641784.32,853110,35926027.14,.028709011,2.8938227
Prefeitura Municipal de Casimiro de Abreu - RJ,3301306,274794646.24,14508872,119827680.64,.093625583,2.8959498
Prefeitura Municipal de Conceição de Macabu - RJ,3301405,89085616.84,15908871,34469300.51,.2912842,2.9024262
Prefeitura Municipal de Cordeiro - RJ,3301504,78888724.20999999,0,43839995.3,0,2.8928819
Prefeitura Municipal de Duas Barras - RJ,3301603,57889029.3,1814314,28039211.3,.060781408,2.8948736
Prefeitura Municipal de Duque de Caxias - RJ,3301702,2578612291.56,316454970,1455336304.08,.28172505,2.9021132
Prefeitura Municipal de Engenheiro Paulo de Frontin - RJ,3301801,55435464.84,1713107,36658426.22,.09123414,2.8958714
Prefeitura Municipal de Guapimirim - RJ,3301850,186305986.95,21116387,105057396.03,.25989851,2.9013979
Prefeitura Municipal de Iguaba Grande - RJ,3301876,107582376.6,0,61635621.47,0,2.8928819
Prefeitura Municipal de Itaboraí - RJ,3301900,538264777.89,81531813,311246890.14,.35914269,2.9046497
Prefeitura Municipal de Itaguaí - RJ,3302007,559840704.28,67497678,395981429.54,.41192466,2.9063792
Prefeitura Municipal de Italva - RJ,3302056,65605386.13,0,33772307.94,0,2.8928819
Prefeitura Municipal de Itaocara - RJ,3302106,82268455.86,249616,46105106.85,.0069024581,2.8931081
Prefeitura Municipal de Itaperuna - RJ,3302205,332927222.19,39705967,167419408.3,.23990388,2.9007428
Prefeitura Municipal de Itatiaia - RJ,3302254,234407248.88,0,110768010.39,0,2.8928819
Prefeitura Municipal de Japeri - RJ,3302270,218101679.32,29270762,112314547.41,.27669492,2.9019482
Prefeitura Municipal de Laje do Muriaé - RJ,3302304,0,6636681,0,,
Prefeitura Municipal de Macaé - RJ,3302403,2471901807.31,7906065,1075663684.51,.0056624045,2.8930674
Prefeitura Municipal de Macuco - RJ,3302452,48795518.6,0,19908977.56,0,2.8928819
Prefeitura Municipal de Magé - RJ,3302502,0,70073666,0,,
Prefeitura Municipal de Mangaratiba - RJ,3302601,0,71175033,0,,
Prefeitura Municipal de Maricá - RJ,3302700,2016589973.26,32419139,442979314.67,.020601753,2.8935571
Prefeitura Municipal de Mendes - RJ,3302809,77363674.78,8260057,40435131.57,.22367676,2.9002111
Prefeitura Municipal de Mesquita - RJ,3302858,304022645.94,42136728,108018697.7,.21497898,2.8999262
Prefeitura Municipal de Miguel Pereira - RJ,3302908,138207479.6,455964,62378551.39,.0060130614,2.893079
Prefeitura Municipal de Miracema - RJ,3303005,103136354.55,13085223,65007171.65,.34318131,2.9041269
Prefeitura Municipal de Natividade - RJ,3303104,67876175.56,0,42812981.47,0,2.8928819
Prefeitura Municipal de Nilópolis - RJ,3303203,309775724.37,88677241,164094774.08,.60870856,2.9128273
Prefeitura Municipal de Niterói - RJ,3303302,3344147358.11,850238333,1415560033.69,.44086069,2.9073274
Prefeitura Municipal de Nova Friburgo - RJ,3303401,496336836.31,114197665,257658865.35,.47845918,2.9085593
Prefeitura Municipal de Nova Iguaçu - RJ,3303500,1431378321.99,468706735,751558661.99,.68945748,2.9154732
Prefeitura Municipal de Paracambi - RJ,3303609,155692357.21,40754497,58081518.8,.4175202,2.9065626
Prefeitura Municipal de Paraíba do Sul - RJ,3303708,129448795.3,13518059,79077750.15000001,.26836964,2.9016755
Prefeitura Municipal de Paraty - RJ,3303807,285498594.06,1917418,98021094.08,.010227457,2.8932171
Prefeitura Municipal de Paty do Alferes - RJ,3303856,120277165.95,412504,56750451.96,.0064933943,2.8930948
Prefeitura Municipal de Petrópolis - RJ,3303906,1081888618.91,258027568,555224531.7,.48992816,2.9089353
Prefeitura Municipal de Pinheiral - RJ,3303955,91479311.04000001,0,45364023.2,0,2.8928819
Prefeitura Municipal de Piraí - RJ,3304003,206035674.59,0,85673244.09999999,0,2.8928819
Prefeitura Municipal de Porciúncula - RJ,3304102,73034948.42,277,46955065.52,.000010621214,2.8928823
Prefeitura Municipal de Porto Real - RJ,3304110,172447126.96,0,78831748.90000001,0,2.8928819
Prefeitura Municipal de Quatis - RJ,3304128,69016256.11,0,32724852.56,0,2.8928819
Prefeitura Municipal de Queimados - RJ,3304144,350435251.04,48422284,192404642.88,.30641079,2.9029219
Prefeitura Municipal de Quissamã - RJ,3304151,262245052.39,0,123734801.14,0,2.8928819
Prefeitura Municipal de Resende - RJ,3304201,540150766.27,78453942,282272872.52,.30422902,2.9028504
Prefeitura Municipal de Rio Bonito - RJ,3304300,216928606.25,45209428,100067284.33,.38686392,2.9055581
Prefeitura Municipal de Rio Claro - RJ,3304409,105927482.6,27037856,62390886.18,.62103742,2.9132311
Prefeitura Municipal de Rio das Flores - RJ,3304508,71059383.31999999,7432359,30542845.64,.18344013,2.8988926
Prefeitura Municipal de Rio das Ostras - RJ,3304524,660708397.85,140188743,317414221.59,.40836331,2.9062626
Prefeitura Municipal de Rio de Janeiro - RJ,3304557,22852825564.41,15914670799,16124978076.64,2.3654921,2.9703913
Prefeitura Municipal de Santa Maria Madalena - RJ,3304607,62052837.56,14092387,30672481.96,.44908309,2.9075968
Prefeitura Municipal de Santo Antônio de Pádua - RJ,3304706,136183752.88,22986442,59691985.91,.30050871,2.9027286
Prefeitura Municipal de São Francisco de Itabapoana - RJ,3304755,135854880.06,22563074,79893156.91,.40318763,2.9060931
Prefeitura Municipal de São Fidélis - RJ,3304805,112224186.47,55214830,62999090.64,1.1216805,2.9296355
Prefeitura Municipal de São Gonçalo - RJ,3304904,1188904872.75,323828669,673413859.61,.62819457,2.9134657
Prefeitura Municipal de São João da Barra - RJ,3305000,417775697.92,56721669,171244392.27,.23007897,2.9004209
Prefeitura Municipal de São João de Meriti - RJ,3305109,644926026.9299999,197043748,389219170.12,.77058452,2.9181314
Prefeitura Municipal de São José de Ubá - RJ,3305133,50656018.42,172755,20103699.49,.0056543988,2.8930671
Prefeitura Municipal de São José do Vale do Rio Preto - RJ,3305158,83279867.47,10206072,42257288.01,.24879158,2.9010341
Prefeitura Municipal de São Pedro da Aldeia - RJ,3305208,246480172.52,94101514,114037932.39,.71050984,2.916163
Prefeitura Municipal de São Sebastião do Alto - RJ,3305307,61443471.25,0,35018921.99,0,2.8928819
Prefeitura Municipal de Sapucaia - RJ,3305406,94041283.78,5963182,51457179.34,.14003305,2.8974702
Prefeitura Municipal de Saquarema - RJ,3305505,355783105.29,34218225,140910575.73,.15924895,2.8980999
Prefeitura Municipal de Silva Jardim - RJ,3305604,141571052.51,2407249,77709356.25,.037694722,2.8941171
Prefeitura Municipal de Sumidouro - RJ,3305703,73851319.14,0,38469322.26,0,2.8928819
Prefeitura Municipal de Tanguá - RJ,3305752,106127598.38,0,54126057.5,0,2.8928819
Prefeitura Municipal de Teresópolis - RJ,3305802,534790779.74,168164692,333730027.47,.83638746,2.9202876
Prefeitura Municipal de Trajano de Moraes - RJ,3305901,66999446.1,0,36008739.96,0,2.8928819
Prefeitura Municipal de Três Rios - RJ,3306008,292206149.79,79003349,155973136.19,.57991338,2.9118838
Prefeitura Municipal de Valença - RJ,3306107,164935550.44,121654048,101867928.88,1.9289461,2.9560871
Prefeitura Municipal de Varre-Sai - RJ,3306156,55378682.83,3020916,31267271.82,.12528989,2.8969872
Prefeitura Municipal de Vassouras - RJ,3306206,170389719.3,0,73731479.69,0,2.8928819
Prefeitura Municipal de Volta Redonda - RJ,3306305,947621579.88,699819900,437736770.82,1.3725059,2.9378543
Prefeitura Municipal de Adamantina - SP,3500105,172422974.89,0,90727374.09,0,2.8928819
Prefeitura Municipal de Adolfo - SP,3500204,24506114.98,0,11753291.16,0,2.8928819
Prefeitura Municipal de Aguaí - SP,3500303,92610429.06999999,3700454,40993537.58,.071690753,2.895231
Prefeitura Municipal de Águas da Prata - SP,3500402,25618820.61,5052969,14186557,.44199198,2.9073646
Prefeitura Municipal de Águas de Lindóia - SP,3500501,85779748.13,0,39951402.74,0,2.8928819
Prefeitura Municipal de Águas de Santa Bárbara - SP,3500550,35560151.77,522254,17380341.26,.028727142,2.8938231
Prefeitura Municipal de Águas de São Pedro - SP,3500600,26887749.16,0,11487073.44,0,2.8928819
Prefeitura Municipal de Agudos - SP,3500709,171190691.54,8490132,79556752.63,.092652701,2.8959179
Prefeitura Municipal de Alambari - SP,3500758,21507215.06,58778,10369972.78,.0052776081,2.893055
Prefeitura Municipal de Alfredo Marcondes - SP,3500808,16908067.51,0,9153732.84,0,2.8928819
Prefeitura Municipal de Altair - SP,3500907,22243752.22,0,10515483,0,2.8928819
Prefeitura Municipal de Altinópolis - SP,3501004,67090329.98,2263195,29225725.31,.059770729,2.8948405
Prefeitura Municipal de Alto Alegre - SP,3501103,20131764.16,715619,10584001.64,.074951485,2.8953378
Prefeitura Municipal de Alumínio - SP,3501152,74408268.83,50203291,39722991.46,1.4473948,2.9403081
Prefeitura Municipal de Álvares Florence - SP,3501202,21563936.58,0,10482618.4,0,2.8928819
Prefeitura Municipal de Álvares Machado - SP,3501301,68445879.95,4114602,33937319.35,.11923424,2.8967888
Prefeitura Municipal de Álvaro de Carvalho - SP,3501400,18274034.34,0,8876555.859999999,0,2.8928819
Prefeitura Municipal de Alvinlândia - SP,3501509,16170659.17,262935,7348783.18,.029804885,2.8938584
Prefeitura Municipal de Americana - SP,3501608,795992660.22,606288123,398493286.63,1.5252556,2.9428594
Prefeitura Municipal de Américo Brasiliense - SP,3501707,104277718.66,0,52900909.6,0,2.8928819
Prefeitura Municipal de Américo de Campos - SP,3501806,24864787.15,5383354,11617927.11,.40638718,2.9061978
Prefeitura Municipal de Amparo - SP,3501905,275887639.19,5282166,119934272.07,.033870164,2.8939917
Prefeitura Municipal de Analândia - SP,3502002,28281879.4,0,16073448.46,0,2.8928819
Prefeitura Municipal de Andradina - SP,3502101,176905781.14,78943065,87496713.17,.8829425,2.921813
Prefeitura Municipal de Angatuba - SP,3502200,89414141.23999999,6186988,42057247.61,.13064599,2.8971627
Prefeitura Municipal de Anhembi - SP,3502309,36112976.42,0,14933273.47,0,2.8928819
Prefeitura Municipal de Anhumas - SP,3502408,0,744253,0,,
Prefeitura Municipal de Aparecida - SP,3502507,120744764.74,11623799,56597412.29,.18120466,2.8988194
Prefeitura Municipal de Aparecida d'Oeste - SP,3502606,19442001.23,0,11001123.24,0,2.8928819
Prefeitura Municipal de Apiaí - SP,3502705,73759710.3,21677583,33153124.09,.53384399,2.9103742
Prefeitura Municipal de Araçariguama - SP,3502754,117554701.72,840408,59413933.65,.014454711,2.8933556
Prefeitura Municipal de Araçatuba - SP,3502804,550713990.9400001,235569448,241020046.08,.76065242,2.9178059
Prefeitura Municipal de Araçoiaba da Serra - SP,3502903,99075754.43000001,4446597,48334511.39,.087632798,2.8957534
Prefeitura Municipal de Aramina - SP,3503000,21812544.47,0,9022810.34,0,2.8928819
Prefeitura Municipal de Arandu - SP,3503109,31167352.49,10424275,14851076.52,.63888812,2.9138162
Prefeitura Municipal de Arapeí - SP,3503158,16454994.11,0,7404226.78,0,2.8928819
Prefeitura Municipal de Araraquara - SP,3503208,852739555.21,206477434,407333345.07,.46357107,2.9080715
Prefeitura Municipal de Araras - SP,3503307,523722922.65,28094258,281603878.66,.1160349,2.8966839
Prefeitura Municipal de Arco-Íris - SP,3503356,16542659.51,0,7316000.03,0,2.8928819
Prefeitura Municipal de Arealva - SP,3503406,29671628.97,208061,13515345.48,.012878024,2.8933039
Prefeitura Municipal de Areias - SP,3503505,19389369.92,0,9177283.359999999,0,2.8928819
Prefeitura Municipal de Areiópolis - SP,3503604,32035570.39,1623230,15115154.71,.095933221,2.8960254
Prefeitura Municipal de Ariranha - SP,3503703,44068983.52,0,17647037.77,0,2.8928819
Prefeitura Municipal de Artur Nogueira - SP,3503802,151399166.25,61910764,79642437.98999999,.86278689,2.9211526
Prefeitura Municipal de Arujá - SP,3503901,299944590.77,0,138969886.03,0,2.8928819
Prefeitura Municipal de Aspásia - SP,3503950,98317.10000000001,0,6777103.94,0,2.8928819
Prefeitura Municipal de Assis - SP,3504008,351642595.65,60740194,173829629.94,.34159598,2.9040749
Prefeitura Municipal de Atibaia - SP,3504107,509173009.32,52550889,236380407.57,.19264045,2.899194
Prefeitura Municipal de Auriflama - SP,3504206,44536657.37,1741621,22547582.64,.079203926,2.8954773
Prefeitura Municipal de Avaí - SP,3504305,22932305.54,3955523,12492044.58,.37887204,2.9052963
Prefeitura Municipal de Avanhandava - SP,3504404,39657925.27,5702302,18558751.79,.27026185,2.9017375
Prefeitura Municipal de Avaré - SP,3504503,302390688.24,71467611,156333224.07,.48931161,2.908915
Prefeitura Municipal de Bady Bassitt - SP,3504602,62660557.21,3111464,30717818.31,.09740755,2.8960736
Prefeitura Municipal de Balbinos - SP,3504701,13256920.6,7455897,8918161.949999999,1.7184402,2.9491894
Prefeitura Municipal de Bálsamo - SP,3504800,26822339.49,0,12975228.5,0,2.8928819
Prefeitura Municipal de Bananal - SP,3504909,35359949,32111274,17422075.68,1.7901382,2.9515388
Prefeitura Municipal de Barão de Antonina - SP,3505005,16169718.42,0,8372007.39,0,2.8928819
Prefeitura Municipal de Barbosa - SP,3505104,25043267.18,4135644,10578184.32,.2859053,2.9022501
Prefeitura Municipal de Bariri - SP,3505203,106648922.47,5175622,49708527.09,.090895437,2.8958602
Prefeitura Municipal de Barra Bonita - SP,3505302,131852544.72,4117491,51841716.99,.051461671,2.8945682
Prefeitura Municipal de Barra do Chapéu - SP,3505351,16802241.83,1870181,9670991.970000001,.2622515,2.901475
Prefeitura Municipal de Barra do Turvo - SP,3505401,35633691.72,9307355,15459656.17,.46135315,2.907999
Prefeitura Municipal de Barretos - SP,3505500,554457745.24,194089970,266430955.6,.67386085,2.9149621
Prefeitura Municipal de Barrinha - SP,3505609,83977770.65000001,0,37873298.63,0,2.8928819
Prefeitura Municipal de Barueri - SP,3505708,2939641308.12,53433109,1106445982.28,.029147526,2.893837
Prefeitura Municipal de Bastos - SP,3505807,69517022.61,377042,29829657.1,.0095003033,2.8931932
Prefeitura Municipal de Batatais - SP,3505906,187461243.94,53839768,82713030.39,.51399225,2.9097238
