codibge,uf,valor,sp
3524501,SP,-2888396,1
2206100,PI,6343669,0
1703883,TO,246855,0
2207751,PI,259712,0
3204906,ES,3065555,0
3532108,SP,1465100,1
4201505,SC,-1011636,0
1301506,AM,7588303,0
4124905,PR,-4795492,0
2404903,RN,1807035,0
3130051,MG,10086080,0
2200251,PI,-2554960,0
1500107,PA,-31176681,0
2707404,AL,10717317,0
3507803,SP,47928218,1
1600550,AP,-8457952,0
5209937,GO,2608325,0
3301876,RJ,-11803071,0
1200013,AC,-3914584,0
3300506,RJ,6011529,0
1303205,AM,18788133,0
2107506,MA,7379887,0
4216057,SC,-15613250,0
2709202,AL,1220772,0
3556958,SP,-375880,1
3554409,SP,2163163,1
3500402,SP,1943765,1
3539400,SP,-4917929,1
3522158,SP,-2313069,1
3508603,SP,34340746,1
5103106,MT,-1011301,0
2403251,RN,-43886483,0
3508405,SP,1276078,1
2703007,AL,-5761905,0
1715259,TO,-297447,0
5220405,GO,37766363,0
2203008,PI,-1303244,0
1505908,PA,-2073686,0
4201406,SC,-4478916,0
2708956,AL,743086,0
2313708,CE,9491160,0
2705408,AL,1642179,0
3531902,SP,9886698,1
3506805,SP,-825194,1
1501907,PA,79698640,0
1400605,RR,-3776995,0
3544509,SP,10018755,1
2207850,PI,270321,0
3305208,RJ,44457086,0
3504909,SP,30325732,1
2108504,MA,-878136,0
3300605,RJ,18812334,0
1600055,AP,-712812,0
4218004,SC,3271094,0
4211009,SC,-5664072,0
5217104,GO,899454,0
5103007,MT,15650590,0
1505809,PA,614280,0
1503903,PA,39875314,0
4100103,PR,3266125,0
2202117,PI,-335871,0
2203230,PI,-1522235,0
5106653,MT,48909,0
2105476,MA,16447,0
1200138,AC,-2763679,0
3532058,SP,-6366687,1
3303708,RJ,5463517,0
2205854,PI,2166334,0
2702009,AL,-8174032,0
2210623,PI,692992,0
4124509,PR,4460580,0
1100809,RO,3070733,0
5107180,MT,5192057,0
5103858,MT,-2586387,0
2706703,AL,-49386414,0
3548104,SP,-3390525,1
4116208,PR,-11756268,0
4216255,SC,-4077614,0
1600402,AP,-1060596,0
4313706,RS,6960284,0
2703304,AL,1692283,0
2927804,BA,22659000,0
2204402,PI,44808679,0
2708808,AL,11858153,0
5107578,MT,-3559061,0
2702553,AL,11870979,0
4201604,SC,-2210379,0
2414506,RN,-489906,0
2700904,AL,2538066,0
5200159,GO,727491,0
4108908,PR,5502975,0
3305406,RJ,5997893,0
1400456,RR,18069112,0
3304706,RJ,10648185,0
2202737,PI,1211404,0
2707008,AL,2807300,0
2207108,PI,10000,0
2700409,AL,4390609,0
2201200,PI,49618127,0
1501105,PA,-2013835,0
3527801,SP,933338,1
5200050,GO,-8674233,0
3301306,RJ,-23807953,0
1717800,TO,-159501,0
1503457,PA,2147,0
4123600,PR,2574895,0
4109500,PR,-2413383,0
3302106,RJ,-13660525,0
2702207,AL,2635585,0
3301603,RJ,-10680517,0
5106703,MT,59852,0
2203255,PI,731956,0
2400901,RN,3619961,0
2410009,RN,562684,0
3200169,ES,6330596,0
3305703,RJ,-13128687,0
1300201,AM,3901954,0
3161809,MG,1414893,0
5217609,GO,126594759,0
5212907,GO,-546915,0
3140100,MG,424618,0
2205904,PI,-4453925,0
2707206,AL,-4647298,0
1600501,AP,-3970498,0
4103206,PR,4006292,0
3161908,MG,-40019329,0
1506401,PA,1659555,0
2200707,PI,-6841874,0
1506302,PA,-3049211,0
5100359,MT,-1016977,0
3154200,MG,-9146661,0
2404408,RN,1994625,0
2700706,AL,6313330,0
2106755,MA,-19800599,0
2414456,RN,2900512,0
3302304,RJ,114549,0
3200904,ES,44630065,0
3302502,RJ,-99459195,0
1504950,PA,713001,0
1504307,PA,42516965,0
